episode_number,success_episode,failure_episode,episode_reward,episode_step,ego_safety_score,social_safety_score,timelapse
75,False,True,-321,120,0.9833333333333333,0.925,20.678451776504517
76,False,True,-400,188,0.9893617021276596,0.9627659574468085,33.64395618438721
77,False,True,-348,147,0.9863945578231292,0.9795918367346939,24.933002948760986
78,False,True,-312,116,0.9827586206896551,0.9482758620689655,20.195039987564087
79,False,True,-312,112,0.9821428571428571,0.9910714285714286,19.2992160320282
80,False,True,-315,120,0.975,0.9416666666666667,20.864691972732544
81,False,True,-646,450,0.9977777777777778,0.98,77.912034034729
82,False,True,-310,106,1.0,0.9528301886792453,18.582231044769287
83,False,True,-493,284,1.0,0.9859154929577465,49.08764600753784
84,False,True,-366,166,0.9819277108433735,0.9879518072289156,28.97638702392578
85,False,True,-386,185,0.9891891891891892,0.9621621621621621,31.602656841278076
86,False,True,-379,172,0.9825581395348837,0.9418604651162791,29.95845913887024
87,False,True,-435,239,0.9874476987447699,0.9037656903765691,43.85954308509827
88,False,True,-559,361,0.9916897506925207,0.9390581717451524,62.79980492591858
89,False,True,-431,243,0.9917695473251029,0.9794238683127572,42.64400100708008
90,False,True,-309,117,0.9743589743589743,0.9743589743589743,21.39839196205139
91,False,True,-498,297,0.9932659932659933,0.9562289562289562,52.32096982002258
92,False,True,-359,165,0.9757575757575757,0.9272727272727272,28.78919005393982
93,False,True,-253,53,0.9811320754716981,0.9622641509433962,9.06161379814148
94,False,True,-339,156,0.967948717948718,0.967948717948718,28.429076194763184
95,False,True,-236,34,0.9705882352941176,0.9411764705882353,7.622091054916382
96,False,True,-259,45,0.9555555555555556,0.8888888888888888,8.525628089904785
97,False,True,-278,78,0.9871794871794872,0.9358974358974359,14.451411962509155
98,False,True,-594,397,0.9924433249370277,0.9949622166246851,70.21047902107239
99,False,True,-263,74,1.0,0.972972972972973,12.888447999954224
100,False,True,-403,199,1.0,0.9748743718592965,35.26282596588135
101,False,True,-304,105,0.9904761904761905,0.9428571428571428,20.139610052108765
102,False,True,-556,361,0.9861495844875346,0.961218836565097,63.223917961120605
103,False,True,-312,119,0.9915966386554622,0.9747899159663865,21.008657932281494
104,False,True,-260,59,0.9830508474576272,0.9491525423728814,11.109407901763916
105,False,True,-418,234,0.9957264957264957,0.9829059829059829,41.23132586479187
106,False,True,-230,36,0.9444444444444444,0.8888888888888888,6.4198689460754395
107,False,True,-445,235,0.9957446808510638,0.9744680851063829,43.058310985565186
108,False,True,-250,46,0.9782608695652174,0.8695652173913043,8.233070135116577
109,False,True,-376,179,0.9888268156424581,0.9162011173184358,32.93060088157654
110,False,True,-479,284,0.9823943661971831,0.9471830985915493,51.600658893585205
111,False,True,-252,49,0.9795918367346939,0.9387755102040817,8.750982999801636
112,False,True,-450,254,0.9960629921259843,0.9803149606299213,47.6077139377594
113,False,True,-295,106,0.9905660377358491,0.9811320754716981,18.960615873336792
114,False,True,-306,111,0.9819819819819819,0.9369369369369369,19.90733504295349
115,False,True,-262,64,0.96875,0.96875,11.409486055374146
116,False,True,-285,75,1.0,0.9466666666666667,13.82533311843872
117,False,True,-261,58,1.0,0.9655172413793104,10.50304102897644
118,False,True,-257,46,0.9782608695652174,0.9130434782608696,8.418853998184204
119,False,True,-288,92,0.9456521739130435,0.967391304347826,16.713176012039185
120,False,True,-244,31,0.967741935483871,1.0,6.150977849960327
121,False,True,-285,88,0.9659090909090909,0.8977272727272727,16.59908390045166
122,False,True,-258,60,0.9833333333333333,0.9666666666666667,11.468657970428467
123,False,True,-255,54,1.0,0.962962962962963,10.967142105102539
124,False,True,-369,175,0.9942857142857143,0.9771428571428571,31.2082998752594
125,False,True,-255,51,0.9607843137254902,0.8823529411764706,9.485738039016724
126,False,True,-300,93,1.0,0.978494623655914,16.68464422225952
127,False,True,-378,191,0.9895287958115183,0.9528795811518325,34.42085003852844
128,False,True,-323,126,0.9841269841269842,0.9682539682539683,23.315189123153687
129,False,True,-396,202,0.9900990099009901,0.9851485148514851,36.04179286956787
130,False,True,-253,51,0.9803921568627451,0.9215686274509804,8.964820861816406
131,False,True,-294,99,0.98989898989899,0.9090909090909091,17.605337142944336
132,False,True,-363,157,0.9936305732484076,0.9490445859872612,28.310636043548584
133,False,True,-313,113,0.9911504424778761,0.9469026548672567,20.480298042297363
134,False,True,-277,91,0.978021978021978,0.9120879120879121,18.281198978424072
135,False,True,-246,51,0.9803921568627451,0.9215686274509804,9.434088945388794
136,False,True,-294,105,0.9904761904761905,0.9333333333333333,19.30600905418396
137,False,True,-276,82,1.0,0.9878048780487805,14.745995044708252
138,False,True,-436,261,0.9808429118773946,0.9578544061302682,45.04081177711487
139,False,True,-408,222,0.990990990990991,0.9504504504504504,37.97719407081604
140,False,True,-263,61,0.9836065573770492,0.8852459016393442,11.19424319267273
141,False,True,-288,102,0.9705882352941176,0.9019607843137255,17.573348999023438
142,False,True,-340,156,0.9871794871794872,0.9935897435897436,26.79323101043701
143,False,True,-263,65,0.9846153846153847,0.9538461538461538,11.380110025405884
144,False,True,-288,97,0.9896907216494846,0.979381443298969,18.97039294242859
145,False,True,-241,46,0.9565217391304348,0.9782608695652174,7.90844988822937
146,False,True,-321,116,0.9741379310344828,0.9482758620689655,21.16903591156006
147,False,True,-298,113,0.9911504424778761,0.8938053097345133,20.424877166748047
148,False,True,-314,114,0.9912280701754386,0.9210526315789473,19.83970308303833
149,False,True,-500,299,0.9866220735785953,0.959866220735786,52.95790100097656
150,False,True,-308,119,0.9915966386554622,0.9915966386554622,20.96701216697693
151,False,True,-256,58,1.0,0.9310344827586207,9.985074043273926
152,False,True,-251,53,0.9811320754716981,0.8867924528301887,9.821455001831055
153,False,True,-329,134,0.9925373134328358,0.9626865671641791,24.261640071868896
154,False,True,-240,46,1.0,1.0,8.235630989074707
155,False,True,-314,126,0.9603174603174603,0.9047619047619048,23.904701948165894
156,False,True,-443,257,0.9922178988326849,0.9416342412451362,46.57054901123047
157,False,True,-278,81,1.0,0.9506172839506173,15.01842999458313
158,False,True,-338,149,0.9932885906040269,0.9865771812080537,25.84740400314331
159,False,True,-256,64,0.9375,0.875,11.93191409111023
160,False,True,-369,173,0.9942196531791907,0.9653179190751445,30.910063982009888
161,False,True,-301,100,0.98,0.92,18.644099950790405
162,False,True,-250,47,0.9787234042553191,0.9574468085106383,8.387886047363281
163,False,True,-237,55,0.9454545454545454,0.9090909090909091,10.259384870529175
164,False,True,-404,231,0.9826839826839827,0.9653679653679653,40.908220052719116
165,False,True,-463,257,0.9961089494163424,0.933852140077821,46.57732319831848
166,False,True,-236,38,0.9473684210526316,0.868421052631579,6.625714063644409
167,False,True,-437,260,0.9884615384615385,0.9807692307692307,45.712317943573
168,False,True,-417,242,0.9917355371900827,0.9504132231404958,43.34943509101868
169,False,True,-294,102,0.9803921568627451,0.9313725490196079,18.35950207710266
170,False,True,-344,158,0.9873417721518988,0.9113924050632911,29.33090591430664
171,False,True,-243,33,1.0,0.9393939393939394,5.842257976531982
172,False,True,-241,32,1.0,0.9375,5.585964202880859
173,False,True,-443,255,0.9843137254901961,0.9490196078431372,45.81909990310669
174,False,True,-485,297,0.9797979797979798,0.9191919191919192,51.80254316329956
175,False,True,-404,217,0.9953917050691244,0.9400921658986175,38.96664500236511
176,False,True,-961,805,0.9975155279503105,0.968944099378882,144.88619589805603
177,False,True,-479,279,1.0,0.967741935483871,49.18435001373291
178,False,True,-252,58,0.9827586206896551,0.9655172413793104,10.233237028121948
179,False,True,-337,139,0.9856115107913669,0.9640287769784173,24.810842037200928
180,False,True,-295,100,1.0,0.95,17.233078002929688
181,False,True,-348,146,0.9863013698630136,0.9246575342465754,27.245827198028564
182,False,True,-433,242,0.9958677685950413,0.9586776859504132,43.68212604522705
183,False,True,-297,106,1.0,0.9433962264150944,18.867083072662354
184,False,True,-234,37,0.972972972972973,0.972972972972973,6.740296125411987
185,False,True,-299,100,1.0,0.96,17.283596992492676
186,False,True,-365,166,0.9939759036144579,0.9397590361445783,28.86571502685547
187,False,True,-409,210,1.0,0.9333333333333333,37.00427198410034
188,False,True,-242,47,0.9574468085106383,0.9574468085106383,8.280927896499634
189,False,True,-331,136,0.9926470588235294,0.9485294117647058,23.844717979431152
190,False,True,-281,84,0.9523809523809523,0.8809523809523809,14.967194080352783
191,False,True,-473,290,0.993103448275862,0.9517241379310345,50.944003105163574
192,False,True,-394,195,0.9948717948717949,0.9692307692307692,35.700894832611084
193,False,True,-388,212,1.0,0.9481132075471698,37.0408730506897
194,False,True,-345,137,0.9927007299270073,0.9197080291970803,24.116381883621216
195,False,True,-473,296,0.9966216216216216,0.9054054054054054,53.46193599700928
196,False,True,-423,235,1.0,0.9829787234042553,40.97077298164368
197,False,True,-309,113,0.9823008849557522,0.9734513274336283,19.974534034729004
198,False,True,-660,480,0.99375,0.9645833333333333,86.78719782829285
199,False,True,-411,222,0.9954954954954955,0.9099099099099099,40.239331007003784
200,False,True,-320,116,0.9827586206896551,0.9655172413793104,20.776453018188477
201,False,True,-453,274,0.9963503649635036,0.9598540145985401,49.363693952560425
202,False,True,-341,151,0.9867549668874173,0.9205298013245033,28.404592990875244
203,False,True,-363,157,1.0,1.0,28.242653846740723
204,False,True,-274,79,1.0,0.9113924050632911,14.140980005264282
205,False,True,-250,48,0.9791666666666666,0.9583333333333334,8.709668159484863
206,False,True,-302,110,0.990909090909091,0.990909090909091,19.172471046447754
207,False,True,-300,102,0.9901960784313726,0.9117647058823529,18.048681020736694
208,False,True,-233,39,1.0,0.9487179487179487,6.828305006027222
209,False,True,-218,18,0.8888888888888888,1.0,3.115449905395508
210,False,True,-330,133,0.9924812030075187,0.9473684210526316,22.973896026611328
211,False,True,-253,68,0.9852941176470589,0.9411764705882353,11.611439943313599
212,False,True,-321,137,0.9854014598540146,0.8978102189781022,24.608805894851685
213,False,True,-221,36,1.0,0.9722222222222222,6.019661903381348
214,False,True,-307,124,0.9919354838709677,0.935483870967742,22.683267831802368
215,False,True,-230,35,0.9714285714285714,0.8857142857142857,6.831203937530518
216,False,True,-242,39,0.9743589743589743,0.8974358974358975,7.025883913040161
217,False,True,-358,164,1.0,0.8963414634146342,29.807932138442993
218,False,True,-290,95,0.968421052631579,0.9473684210526316,17.255120038986206
219,False,True,-246,53,0.9245283018867925,0.8867924528301887,9.254554986953735
220,False,True,-321,124,0.967741935483871,0.9274193548387096,21.63121795654297
221,False,True,-274,85,0.9764705882352941,0.8941176470588236,14.784968137741089
222,False,True,-389,193,0.9844559585492227,0.927461139896373,34.27070212364197
223,False,True,-285,87,1.0,0.9655172413793104,15.042140007019043
224,False,True,-276,83,0.9879518072289156,0.9518072289156626,14.54678988456726
225,False,True,-246,56,1.0,0.9642857142857143,9.489522933959961
226,False,True,-307,123,0.983739837398374,0.975609756097561,21.427971124649048
227,False,True,-237,38,0.9736842105263158,0.9473684210526316,6.654106140136719
228,False,True,-435,246,0.9878048780487805,0.926829268292683,43.0602490901947
229,False,True,-334,146,0.9794520547945206,0.8904109589041096,25.995945930480957
230,False,True,-278,80,0.9875,0.9875,13.655751943588257
231,False,True,-279,75,0.9866666666666667,0.9466666666666667,15.493513822555542
232,False,True,-512,328,0.9939024390243902,0.9420731707317073,58.57957100868225
233,False,True,-295,107,0.9813084112149533,0.9719626168224299,18.590986013412476
234,False,True,-264,74,0.9864864864864865,0.9189189189189189,12.380796194076538
235,False,True,-364,190,0.9842105263157894,0.9105263157894736,34.0195529460907
236,False,True,-390,190,0.9947368421052631,0.9789473684210527,33.470804929733276
237,False,True,-294,104,1.0,0.9134615384615384,17.930259943008423
238,False,True,-366,181,0.994475138121547,0.9337016574585635,32.37924003601074
239,False,True,-252,58,0.9827586206896551,0.9655172413793104,10.032258033752441
240,False,True,-661,468,0.9935897435897436,0.9487179487179487,80.45804595947266
241,False,True,-352,152,0.9868421052631579,0.9407894736842105,25.81395697593689
242,False,True,-439,246,1.0,0.943089430894309,43.92365789413452
243,False,True,-507,307,0.993485342019544,0.9381107491856677,53.666348934173584
244,False,True,-342,145,1.0,0.9862068965517241,25.08767795562744
245,False,True,-222,40,0.975,0.9,6.7378089427948
246,False,True,-343,140,0.9714285714285714,0.9285714285714286,23.895528078079224
247,False,True,-257,66,1.0,0.8484848484848485,11.499902963638306
248,False,True,-319,129,0.9922480620155039,0.9767441860465116,22.60902500152588
249,False,True,-237,40,0.95,0.85,6.976022958755493
250,False,True,-238,46,0.9565217391304348,0.8913043478260869,7.840466022491455
251,False,True,-517,322,0.9968944099378882,0.9596273291925466,55.628040075302124
252,False,True,-373,174,0.9885057471264368,0.9195402298850575,30.609591007232666
253,False,True,-415,225,0.9866666666666667,0.9066666666666666,39.067179918289185
254,False,True,-289,92,0.9891304347826086,0.9021739130434783,16.370135068893433
255,False,True,-217,33,0.9696969696969697,0.9393939393939394,5.734158992767334
256,False,True,-287,92,0.9782608695652174,0.9239130434782609,15.97669005393982
257,False,True,-295,109,1.0,0.926605504587156,19.122348070144653
258,False,True,-444,247,0.9595141700404858,0.902834008097166,43.974677085876465
259,False,True,-276,84,0.9880952380952381,0.9523809523809523,15.0119149684906
260,False,True,-421,242,0.9958677685950413,0.9586776859504132,43.41522789001465
261,False,True,-327,133,0.9924812030075187,0.9548872180451128,23.95255208015442
262,False,True,-297,103,1.0,0.970873786407767,17.465292930603027
263,False,True,-272,79,0.9746835443037974,0.8987341772151899,14.47605299949646
264,False,True,-416,220,0.9954545454545455,0.95,39.46818685531616
265,False,True,-486,301,0.9900332225913622,0.9235880398671097,51.811607837677
266,False,True,-238,46,1.0,0.9782608695652174,7.974907159805298
267,False,True,-253,60,0.9833333333333333,0.95,10.168270826339722
268,False,True,-316,120,1.0,0.9416666666666667,21.014883041381836
269,False,True,-532,343,0.9825072886297376,0.8833819241982508,59.9653480052948
270,False,True,-326,134,0.9776119402985075,0.8731343283582089,24.15328097343445
271,False,True,-577,371,0.9946091644204852,0.9245283018867925,64.94314789772034
272,False,True,-295,101,0.9900990099009901,0.9900990099009901,17.401253938674927
273,False,True,-229,42,0.9761904761904762,0.8571428571428572,7.4522271156311035
274,False,True,-281,92,0.9565217391304348,0.9782608695652174,16.027749061584473
275,False,True,-266,75,0.9866666666666667,0.9333333333333333,12.733707189559937
276,False,True,-979,821,1.0,0.9671132764920828,142.3239848613739
277,False,True,-271,77,0.974025974025974,1.0,13.147848129272461
278,False,True,-251,60,0.9666666666666667,0.8666666666666667,11.46782898902893
279,False,True,-246,51,0.9803921568627451,0.9607843137254902,9.047580003738403
280,False,True,-339,141,0.9858156028368794,0.9290780141843972,24.277456998825073
281,False,True,-293,100,0.99,0.91,17.545371055603027
282,False,True,-625,462,0.9891774891774892,0.948051948051948,81.58375597000122
283,False,True,-255,65,1.0,0.9076923076923077,11.382132053375244
284,False,True,-291,95,0.9894736842105263,0.9368421052631579,17.81422185897827
285,False,True,-291,97,0.979381443298969,0.9072164948453608,19.99729585647583
286,False,True,-342,150,0.9933333333333333,0.9133333333333333,30.781183004379272
287,False,True,-300,97,0.9381443298969072,0.9175257731958762,16.99503517150879
288,False,True,-276,81,1.0,0.9382716049382716,14.47683310508728
289,False,True,-324,126,0.9920634920634921,0.9603174603174603,25.164520025253296
290,False,True,-349,152,0.993421052631579,0.9144736842105263,29.52651596069336
291,False,True,-214,27,1.0,0.962962962962963,4.556900978088379
292,False,True,-267,71,0.9577464788732395,0.9014084507042254,12.148048877716064
293,False,True,-371,168,0.9880952380952381,0.8988095238095238,29.58045792579651
294,False,True,-260,74,0.972972972972973,0.972972972972973,13.373692989349365
295,False,True,-345,156,0.9935897435897436,0.891025641025641,29.32662320137024
296,False,True,-343,147,1.0,0.9523809523809523,25.023463010787964
297,False,True,-459,267,1.0,0.9288389513108615,47.98224401473999
298,False,True,-420,232,0.9956896551724138,0.9353448275862069,40.56296992301941
299,False,True,-376,208,0.9759615384615384,0.9326923076923077,37.88733410835266
300,False,True,-249,58,0.9655172413793104,0.9137931034482758,10.934925079345703
301,False,True,-265,68,0.9558823529411765,0.9411764705882353,12.569663047790527
302,False,True,-267,73,0.9726027397260274,0.9589041095890412,12.896603107452393
303,False,True,-289,86,0.9534883720930233,0.9186046511627907,15.396124839782715
304,False,True,-238,35,0.9428571428571428,1.0,6.011378049850464
305,False,True,-397,205,0.9804878048780488,0.926829268292683,36.34510111808777
306,False,True,-544,346,1.0,0.9421965317919075,60.12149691581726
307,False,True,-275,86,0.9767441860465116,0.9186046511627907,15.623568058013916
308,False,True,-295,100,0.96,0.94,19.59280800819397
309,False,True,-366,174,0.9885057471264368,0.8563218390804598,31.124868869781494
310,False,True,-590,398,0.9974874371859297,0.957286432160804,71.46603894233704
311,False,True,-314,121,0.9917355371900827,0.9917355371900827,20.87328004837036
312,False,True,-290,93,0.989247311827957,0.956989247311828,16.124320030212402
313,False,True,-324,128,0.9921875,0.9375,22.43932604789734
314,False,True,-322,129,1.0,0.937984496124031,22.60388994216919
315,False,True,-527,341,0.9618768328445748,0.9237536656891495,61.933512926101685
316,False,True,-243,54,0.9814814814814815,0.8888888888888888,9.338320016860962
317,False,True,-240,40,0.975,0.925,6.988118886947632
318,False,True,-417,214,1.0,0.8691588785046729,38.48070001602173
319,False,True,-253,80,0.975,0.9,14.551347970962524
320,False,True,-360,162,1.0,0.9382716049382716,28.90906000137329
321,False,True,-665,473,0.9957716701902748,0.9302325581395349,84.06462693214417
322,False,True,-351,143,0.993006993006993,0.951048951048951,25.647995948791504
323,False,True,-257,68,0.9705882352941176,0.9558823529411765,12.031566143035889
324,False,True,-368,176,1.0,0.9261363636363636,31.982465028762817
325,False,True,-401,212,0.9764150943396226,0.910377358490566,38.276625871658325
326,False,True,-400,215,0.9813953488372094,0.9348837209302325,39.23092198371887
327,False,True,-307,112,0.9910714285714286,0.9285714285714286,20.31169605255127
328,False,True,-271,78,0.9871794871794872,0.9743589743589743,13.66533088684082
329,False,True,-428,244,0.9877049180327869,0.9262295081967213,43.32328915596008
330,False,True,-291,84,1.0,0.9761904761904762,14.757352113723755
331,False,True,-611,421,0.997624703087886,0.9643705463182898,75.29250907897949
332,False,True,-615,441,0.9977324263038548,0.9773242630385488,75.90002298355103
333,False,True,-318,125,1.0,0.96,22.32392191886902
334,False,True,-246,58,0.9482758620689655,0.9482758620689655,10.108404874801636
335,False,True,-261,65,0.9846153846153847,0.9230769230769231,11.604395866394043
336,False,True,-274,75,0.9866666666666667,0.9733333333333334,12.918225049972534
337,False,True,-323,127,1.0,0.9291338582677166,22.113422870635986
338,False,True,-581,405,0.9901234567901235,0.9407407407407408,72.17227578163147
339,False,True,-282,98,0.9897959183673469,0.9489795918367347,17.397519826889038
340,False,True,-414,220,1.0,0.9454545454545454,37.75003790855408
341,False,True,-300,100,1.0,0.94,18.03502321243286
342,False,True,-311,131,0.9847328244274809,0.9465648854961832,23.104022979736328
343,False,True,-235,35,0.9714285714285714,0.9428571428571428,6.293768882751465
344,False,True,-307,109,0.9908256880733946,0.908256880733945,18.992398023605347
345,False,True,-309,127,0.984251968503937,0.8503937007874016,22.03565287590027
346,False,True,-558,362,0.994475138121547,0.9585635359116023,63.1669180393219
347,False,True,-296,103,1.0,0.8737864077669903,17.854115962982178
348,False,True,-226,31,0.935483870967742,0.935483870967742,5.301981210708618
349,False,True,-292,101,0.9801980198019802,0.9702970297029703,17.452724933624268
350,False,True,-275,80,0.9875,0.9125,14.29451584815979
351,False,True,-270,82,1.0,0.975609756097561,14.43296480178833
352,False,True,-299,111,0.990990990990991,0.9279279279279279,19.100040912628174
353,False,True,-360,167,0.9940119760479041,0.8922155688622755,30.2060329914093
354,False,True,-266,64,0.984375,1.0,11.116358995437622
355,False,True,-481,293,0.9965870307167235,0.9419795221843004,78.42738604545593
356,False,True,-254,57,0.9824561403508771,0.9122807017543859,10.869653940200806
357,False,True,-500,320,0.996875,0.925,60.664857149124146
358,False,True,-440,252,0.9484126984126984,0.8809523809523809,46.96228289604187
359,False,True,-360,167,1.0,0.9640718562874252,29.346410036087036
360,False,True,-608,421,0.997624703087886,0.9762470308788599,74.3571629524231
361,False,True,-210,19,0.9473684210526316,0.8947368421052632,3.1849241256713867
362,False,True,-296,107,1.0,0.9532710280373832,18.995264053344727
363,False,True,-398,226,0.9911504424778761,0.9070796460176991,43.137146949768066
364,False,True,-655,470,0.9936170212765958,0.9361702127659575,84.02489399909973
365,False,True,-324,128,0.9921875,0.9609375,23.72228193283081
366,False,True,-264,81,0.962962962962963,0.9506172839506173,14.427551984786987
367,False,True,-489,335,1.0,0.9313432835820895,58.90891480445862
368,False,True,-358,153,1.0,0.9607843137254902,27.011779069900513
369,False,True,-236,48,0.9583333333333334,0.9791666666666666,8.244771003723145
370,False,True,-239,54,0.9814814814814815,0.8148148148148149,9.96035099029541
371,False,True,-287,97,0.979381443298969,0.9587628865979382,17.678791999816895
372,False,True,-441,266,0.9849624060150376,0.8947368421052632,47.31672406196594
373,False,True,-474,280,0.9964285714285714,0.9607142857142857,48.822853088378906
374,False,True,-321,128,0.9921875,0.8984375,24.07182502746582
375,False,True,-411,208,0.9903846153846154,0.8605769230769231,39.374470949172974
376,False,True,-239,62,1.0,0.8709677419354839,10.703903913497925
377,False,True,-296,96,1.0,0.9166666666666666,21.30836510658264
378,True,False,137,95,0.9894736842105263,0.8526315789473684,27.708021879196167
379,False,True,-308,107,0.9906542056074766,0.8878504672897196,32.3813738822937
380,False,True,-273,82,0.975609756097561,0.8048780487804879,23.589289903640747
381,False,True,-297,103,1.0,0.941747572815534,20.197421073913574
382,False,True,-517,320,0.990625,0.9125,61.34830379486084
383,False,True,-329,133,0.9924812030075187,0.887218045112782,25.937148094177246
384,False,True,-234,43,0.9767441860465116,0.9534883720930233,7.778403997421265
385,False,True,-212,22,0.9090909090909091,0.9090909090909091,3.7830469608306885
386,False,True,-208,21,0.9523809523809523,0.8571428571428572,4.7192301750183105
387,False,True,-392,209,0.9760765550239234,0.937799043062201,38.30430507659912
388,False,True,-264,74,0.9864864864864865,0.9054054054054054,12.917596817016602
389,False,True,-390,199,1.0,0.949748743718593,33.933797121047974
390,False,True,-240,46,0.9782608695652174,0.9347826086956522,7.961193084716797
391,False,True,-687,512,0.99609375,0.947265625,91.52046585083008
392,False,True,-657,477,1.0,0.9685534591194969,84.21913814544678
393,False,True,-305,110,1.0,0.9727272727272728,22.08580708503723
394,False,True,-250,53,0.9811320754716981,0.9622641509433962,16.001971006393433
395,False,True,-264,77,0.961038961038961,0.8181818181818181,22.760493993759155
396,False,True,-244,55,1.0,0.9636363636363636,16.66736102104187
