episode_number,success_episode,failure_episode,episode_reward,episode_step
876,True,False,813,449
877,True,False,911,476
878,False,True,784,831
879,False,True,999,1000
880,False,True,316,380
881,False,True,1130,1000
882,False,True,884,902
883,False,True,1110,1000
884,False,True,1157,1000
885,False,True,1385,1000
886,False,True,243,494
887,False,True,198,273
888,False,True,246,402
889,False,True,283,406
890,False,True,206,426
891,False,True,-23,231
892,False,True,664,614
893,False,True,148,364
894,True,False,783,482
895,False,True,1008,1000
896,False,True,1253,1000
897,True,False,894,496
898,False,True,177,342
899,False,True,211,436
900,False,True,1489,1000
901,False,True,1416,1000
902,False,True,1251,1000
903,False,True,1269,1000
904,False,True,262,415
905,False,True,1491,1000
906,False,True,400,352
907,False,True,1126,1000
908,False,True,1506,1000
909,False,True,1484,1000
910,False,True,1082,1000
911,False,True,234,389
912,False,True,1027,1000
913,False,True,203,385
914,False,True,1246,1000
915,False,True,1240,934
916,False,True,1089,1000
917,False,True,1214,1000
918,False,True,134,356
919,False,True,140,316
920,False,True,1146,1000
921,False,True,1259,1000
922,False,True,-19,194
923,False,True,1391,1000
924,False,True,291,532
925,False,True,1051,1000
926,False,True,118,350
927,False,True,-1,228
928,False,True,690,1000
929,False,True,110,375
930,False,True,480,649
931,False,True,180,345
932,False,True,999,1000
933,False,True,812,1000
934,False,True,826,1000
935,False,True,518,781
936,False,True,1040,1000
937,False,True,547,694
938,False,True,991,1000
939,False,True,999,1000
940,False,True,763,1000
941,False,True,1189,1000
942,False,True,996,1000
943,False,True,1020,1000
944,False,True,708,1000
945,False,True,810,1000
946,False,True,826,1000
947,False,True,919,1000
948,False,True,1043,1000
949,False,True,742,1000
950,False,True,716,1000
951,False,True,917,1000
952,False,True,841,1000
953,False,True,997,1000
954,False,True,748,1000
955,False,True,927,1000
956,False,True,973,1000
957,False,True,594,1000
958,False,True,1227,1000
959,False,True,648,1000
960,False,True,1209,1000
961,False,True,976,1000
962,False,True,778,1000
963,False,True,677,1000
964,False,True,604,1000
965,False,True,734,1000
966,False,True,707,1000
967,False,True,702,1000
968,False,True,587,1000
969,False,True,824,1000
970,False,True,771,1000
971,False,True,601,1000
972,False,True,798,1000
973,False,True,569,1000
974,False,True,888,1000
975,False,True,696,1000
976,False,True,384,789
977,False,True,672,1000
978,False,True,688,1000
979,False,True,562,1000
980,False,True,563,1000
981,False,True,1199,1000
982,False,True,799,1000
983,True,False,1089,760
984,False,True,1037,1000
985,False,True,942,1000
986,False,True,-14,227
987,False,True,787,845
988,False,True,990,1000
989,False,True,797,1000
990,True,False,1061,762
991,False,True,229,521
992,False,True,728,941
993,False,True,1126,1000
994,False,True,419,589
995,False,True,376,588
996,False,True,337,505
997,False,True,1089,1000
998,False,True,1061,1000
999,False,True,1160,1000
1000,False,True,900,1000
1001,False,True,623,624
1002,False,True,1129,1000
1003,False,True,814,1000
1004,False,True,930,1000
1005,False,True,801,1000
1006,False,True,818,1000
1007,False,True,923,1000
1008,False,True,1101,1000
1009,False,True,802,1000
1010,False,True,873,1000
1011,False,True,792,1000
1012,False,True,787,1000
1013,False,True,1151,1000
1014,False,True,1079,1000
1015,False,True,795,1000
1016,False,True,661,966
1017,False,True,1483,1000
1018,False,True,1442,1000
1019,False,True,894,1000
1020,False,True,1223,1000
1021,False,True,435,595
1022,False,True,447,681
1023,False,True,836,879
1024,False,True,755,1000
1025,False,True,1154,1000
1026,False,True,1015,1000
1027,False,True,994,1000
1028,False,True,1012,1000
1029,False,True,999,1000
1030,False,True,-12,187
1031,False,True,872,1000
1032,False,True,1001,1000
1033,False,True,955,1000
1034,False,True,722,861
1035,False,True,172,452
1036,False,True,909,1000
1037,False,True,1222,1000
1038,False,True,1280,1000
1039,False,True,1263,1000
1040,False,True,1312,1000
1041,False,True,1113,1000
1042,False,True,1215,1000
1043,False,True,1018,1000
1044,False,True,1261,926
1045,False,True,1012,1000
1046,False,True,656,788
1047,False,True,1203,1000
1048,False,True,805,1000
1049,False,True,983,1000
1050,False,True,149,432
1051,False,True,941,1000
1052,True,False,1058,890
1053,False,True,829,1000
1054,False,True,1183,1000
1055,False,True,981,1000
1056,False,True,1033,1000
1057,False,True,972,1000
1058,False,True,1339,1000
1059,False,True,970,1000
1060,False,True,986,1000
1061,False,True,1406,1000
1062,False,True,1208,1000
1063,False,True,614,1000
1064,False,True,1025,1000
1065,False,True,388,464
1066,False,True,966,1000
1067,False,True,1278,1000
1068,False,True,266,479
1069,False,True,1056,1000
1070,False,True,979,1000
1071,False,True,935,1000
1072,True,False,726,549
1073,False,True,998,1000
1074,False,True,941,1000
1075,False,True,1170,1000
1076,False,True,1187,1000
1077,True,False,1664,913
1078,False,True,1010,1000
1079,False,True,951,1000
1080,True,False,1353,863
1081,False,True,1011,1000
1082,False,True,955,1000
1083,False,True,925,1000
1084,False,True,1002,1000
1085,False,True,890,1000
1086,False,True,1009,1000
1087,False,True,902,1000
1088,False,True,694,669
1089,False,True,420,345
1090,True,False,1251,369
1091,False,True,561,620
1092,False,True,639,632
1093,False,True,494,372
1094,False,True,914,724
1095,False,True,716,402
1096,True,False,1294,357
1097,False,True,638,722
1098,True,False,1136,361
1099,False,True,612,403
1100,False,True,141,402
1101,False,True,144,402
1102,False,True,132,374
1103,False,True,281,321
1104,False,True,531,574
1105,False,True,438,551
1106,False,True,341,338
1107,True,False,1235,378
1108,True,False,1079,402
1109,False,True,409,356
1110,False,True,412,439
1111,True,False,1354,477
1112,True,False,1061,370
1113,False,True,570,557
1114,False,True,445,357
1115,False,True,428,360
1116,False,True,337,361
1117,False,True,552,607
1118,True,False,1326,473
1119,False,True,488,584
1120,True,False,1177,412
1121,False,True,727,722
1122,True,False,1289,429
1123,True,False,1119,385
1124,True,False,1094,406
1125,False,True,434,348
1126,False,True,593,641
1127,True,False,1345,462
1128,False,True,770,697
1129,True,False,1247,399
1130,True,False,927,438
1131,True,False,652,197
1132,False,True,662,682
1133,True,False,1290,504
1134,False,True,574,399
1135,False,True,370,340
1136,True,False,1125,360
1137,False,True,556,401
1138,True,False,921,450
1139,False,True,597,583
1140,False,True,550,623
1141,False,True,551,392
1142,False,True,633,593
1143,False,True,820,759
1144,False,True,550,413
1145,True,False,1009,388
1146,False,True,512,596
1147,True,False,1371,371
1148,False,True,691,610
1149,False,True,491,568
1150,False,True,409,591
1151,False,True,475,576
1152,False,True,483,611
1153,False,True,594,585
1154,False,True,482,585
1155,False,True,487,607
1156,False,True,508,427
1157,False,True,446,429
1158,False,True,506,426
1159,False,True,506,394
1160,False,True,354,377
1161,False,True,24,209
1162,False,True,236,435
1163,False,True,1287,1000
1164,False,True,263,401
1165,False,True,296,369
1166,False,True,474,404
1167,False,True,474,546
1168,False,True,316,433
1169,False,True,430,495
1170,False,True,368,436
1171,False,True,477,546
1172,False,True,167,206
1173,False,True,489,380
1174,False,True,456,444
1175,False,True,449,381
1176,False,True,323,413
1177,False,True,77,229
1178,False,True,499,386
